order_id,customer_id,order_date,status
26197,5878,2023-08-02,Pending
26198,8298,2023-05-14,Shipped
26199,8773,2023-08-23,Completed
26200,7596,2023-07-06,Shipped
26201,5505,2024-01-01,Completed
26202,9344,2023-03-25,Pending
26203,5237,2023-01-30,Pending
26204,258,2023-04-24,Completed
26205,4562,2023-09-11,Pending
26206,3219,2023-11-30,Completed
26207,3073,2023-03-14,Shipped
26208,5215,2023-03-21,Pending
26209,3578,2023-12-17,Completed
26210,2745,2023-01-11,Pending
26211,9245,2023-06-21,Shipped
26212,1211,2023-06-15,Pending
26213,6996,2023-11-17,Shipped
26214,6927,2023-06-16,Pending
26215,8601,2024-01-01,Completed
26216,1297,2023-10-03,Shipped
26217,7600,2023-06-12,Shipped
26218,6545,2023-12-01,Completed
26219,8654,2023-02-08,Shipped
26220,6930,2023-09-25,Completed
26221,8073,2023-10-28,Pending
26222,9738,2023-02-18,Shipped
26223,2752,2023-07-09,Shipped
26224,2609,2023-12-30,Completed
26225,6587,2023-01-08,Completed
26226,8283,2023-10-02,Completed
26227,7549,2023-04-06,Shipped
26228,1782,2023-03-31,Pending
26229,1952,2023-11-11,Shipped
26230,4379,2023-05-05,Completed
26231,6502,2023-03-24,Completed
26232,3580,2023-12-21,Shipped
26233,4007,2023-03-08,Shipped
26234,919,2023-07-23,Shipped
26235,5560,2023-02-07,Completed
26236,7366,2023-07-13,Shipped
26237,8787,2023-04-18,Pending
26238,6651,2023-07-02,Pending
26239,8674,2023-07-11,Pending
26240,1271,2023-12-31,Completed
26241,8831,2023-12-16,Shipped
26242,8156,2023-08-19,Pending
26243,2783,2023-06-03,Pending
26244,8003,2023-02-18,Shipped
26245,5778,2023-11-12,Completed
26246,8190,2023-10-04,Pending
26247,2863,2023-03-31,Shipped
26248,3705,2023-10-16,Shipped
26249,7015,2023-05-29,Shipped
26250,5526,2023-05-27,Completed
26251,6405,2023-05-16,Shipped
26252,7193,2023-09-21,Shipped
26253,4395,2023-10-05,Shipped
26254,6277,2023-01-13,Completed
26255,9764,2023-11-08,Pending
26256,4479,2023-01-03,Pending
26257,3554,2023-07-14,Shipped
26258,1832,2023-06-06,Shipped
26259,7302,2023-04-16,Completed
26260,2648,2023-08-02,Pending
26261,8665,2023-01-15,Shipped
26262,689,2023-05-04,Completed
26263,342,2023-04-02,Pending
26264,8582,2023-09-02,Shipped
26265,7777,2023-11-20,Pending
26266,6083,2023-01-09,Pending
26267,2518,2023-01-10,Shipped
26268,8708,2023-04-29,Completed
26269,5837,2023-12-07,Shipped
26270,1573,2023-11-10,Pending
26271,3057,2023-12-20,Pending
26272,6316,2023-07-29,Completed
26273,9252,2023-07-07,Pending
26274,6620,2023-10-27,Pending
26275,4601,2023-11-18,Completed
26276,4378,2023-03-09,Completed
26277,3742,2023-10-24,Pending
26278,8648,2023-01-25,Shipped
26279,9254,2023-09-16,Shipped
26280,3595,2023-06-09,Pending
26281,992,2023-06-14,Completed
26282,2298,2023-02-11,Pending
26283,9368,2023-04-29,Completed
26284,8653,2023-08-01,Pending
26285,7800,2023-12-05,Shipped
26286,4611,2023-10-30,Completed
26287,7391,2023-06-23,Pending
26288,3276,2023-07-28,Completed
26289,3234,2023-06-09,Shipped
26290,2494,2023-06-17,Completed
26291,4669,2023-12-10,Completed
26292,2460,2023-12-15,Shipped
26293,5202,2023-10-07,Completed
26294,3525,2023-10-02,Pending
26295,9745,2023-04-14,Completed
26296,2136,2023-11-13,Completed
26297,7306,2023-09-26,Completed
26298,6416,2023-11-30,Shipped
26299,6364,2023-12-22,Shipped
26300,1685,2023-10-25,Completed
26301,3426,2023-09-26,Pending
26302,8803,2023-02-15,Shipped
26303,8592,2023-01-23,Completed
26304,879,2023-11-14,Pending
26305,7843,2023-08-15,Completed
26306,9523,2023-11-10,Shipped
26307,6852,2023-09-13,Completed
26308,7732,2023-10-21,Pending
26309,178,2023-12-15,Pending
26310,1362,2023-01-18,Shipped
26311,2057,2023-12-05,Shipped
26312,1087,2023-08-10,Completed
26313,587,2023-05-20,Shipped
26314,6262,2023-11-26,Shipped
26315,5585,2023-06-17,Shipped
26316,9523,2023-03-19,Completed
26317,391,2023-11-03,Shipped
26318,6983,2023-12-11,Pending
26319,873,2023-05-19,Shipped
26320,7813,2024-01-01,Completed
26321,8479,2023-06-21,Pending
26322,7048,2023-03-10,Shipped
26323,8362,2023-09-07,Shipped
26324,2985,2023-01-05,Shipped
26325,8561,2023-03-28,Shipped
26326,2039,2023-09-28,Pending
26327,9403,2023-09-19,Pending
26328,5174,2023-06-06,Pending
26329,16,2023-09-25,Pending
26330,6584,2023-05-30,Pending
26331,4687,2023-10-15,Pending
26332,5637,2023-03-01,Pending
26333,9418,2023-10-30,Shipped
26334,672,2023-02-16,Completed
26335,1277,2023-06-29,Completed
26336,3796,2023-02-04,Completed
26337,4643,2023-06-28,Completed
26338,7750,2023-11-26,Shipped
26339,1716,2023-01-16,Completed
26340,6531,2023-01-19,Pending
26341,610,2023-04-15,Shipped
26342,5739,2023-12-18,Completed
26343,8123,2023-08-05,Pending
26344,941,2023-06-03,Shipped
26345,304,2023-10-02,Pending
26346,9151,2023-10-15,Shipped
26347,2192,2023-10-29,Pending
26348,3482,2023-05-23,Completed
26349,1491,2023-08-23,Shipped
26350,2043,2023-07-29,Pending
26351,6520,2023-11-26,Pending
26352,4482,2023-09-14,Completed
26353,8666,2023-01-11,Completed
26354,3882,2023-08-18,Completed
26355,2787,2023-04-25,Completed
26356,8870,2023-06-11,Completed
26357,560,2023-02-06,Shipped
26358,1141,2023-06-15,Completed
26359,8869,2023-12-25,Completed
26360,4487,2023-07-17,Completed
26361,9401,2023-12-19,Shipped
26362,6377,2023-11-16,Pending
26363,2346,2023-07-19,Shipped
26364,458,2023-07-04,Pending
26365,3429,2023-03-08,Completed
26366,212,2023-09-08,Pending
26367,2612,2023-10-10,Shipped
26368,2414,2023-09-10,Completed
26369,415,2023-02-24,Pending
26370,113,2023-04-06,Completed
26371,272,2023-05-08,Shipped
26372,539,2023-11-04,Shipped
26373,1496,2023-05-02,Pending
26374,2126,2023-01-22,Pending
26375,9447,2023-03-19,Pending
26376,6907,2023-07-08,Pending
26377,295,2023-10-27,Pending
26378,2581,2023-05-31,Shipped
26379,2023,2023-09-15,Pending
26380,4939,2023-06-04,Pending
26381,5436,2023-09-26,Pending
26382,867,2023-10-07,Shipped
26383,9883,2023-08-04,Completed
26384,297,2023-06-25,Shipped
26385,2706,2023-07-26,Completed
26386,7289,2023-03-09,Pending
26387,8695,2023-09-15,Pending
26388,7423,2023-05-31,Completed
26389,9263,2023-06-15,Completed
26390,1298,2023-04-05,Pending
26391,6234,2023-04-23,Pending
26392,3597,2023-12-04,Completed
26393,8686,2023-05-16,Completed
26394,1278,2023-03-18,Shipped
26395,4279,2023-05-28,Shipped
26396,4340,2023-01-17,Completed
26397,6821,2023-12-02,Completed
26398,7819,2023-01-17,Pending
26399,6080,2023-04-29,Pending
26400,1570,2023-10-27,Shipped
26401,6355,2023-06-30,Pending
26402,4738,2023-11-15,Pending
26403,9024,2023-06-14,Shipped
26404,5586,2023-08-28,Completed
26405,6712,2023-09-04,Completed
26406,4791,2023-05-18,Pending
26407,9270,2023-08-02,Completed
26408,1179,2023-02-22,Shipped
26409,7022,2023-10-07,Shipped
26410,7033,2023-07-09,Completed
26411,9422,2023-06-25,Pending
26412,2615,2023-12-08,Completed
26413,6774,2023-06-07,Completed
26414,3929,2023-10-11,Completed
26415,7206,2023-04-09,Pending
26416,3612,2023-01-15,Completed
26417,8027,2023-02-22,Pending
26418,9534,2023-12-04,Shipped
26419,4831,2023-09-05,Shipped
26420,6562,2023-11-11,Shipped
26421,8673,2023-04-25,Completed
26422,2506,2023-01-16,Pending
26423,233,2023-06-14,Pending
26424,8719,2023-10-21,Completed
26425,1193,2023-11-27,Shipped
26426,203,2023-01-30,Pending
26427,8089,2023-08-17,Completed
26428,1551,2023-05-23,Completed
26429,1108,2023-12-26,Completed
26430,4315,2023-02-03,Completed
26431,8876,2023-04-11,Completed
26432,4217,2023-07-12,Completed
26433,1187,2023-11-27,Completed
26434,5679,2023-10-07,Pending
26435,8785,2023-06-29,Shipped
26436,1893,2023-02-26,Pending
26437,8640,2023-05-11,Pending
26438,6886,2023-05-20,Shipped
26439,9587,2023-12-16,Completed
26440,1763,2023-01-21,Completed
26441,2070,2023-03-15,Completed
26442,2202,2023-02-16,Shipped
26443,7801,2023-07-27,Shipped
26444,7976,2023-01-02,Completed
26445,901,2023-11-18,Shipped
26446,6788,2023-03-01,Completed
26447,6240,2023-10-18,Shipped
26448,2997,2023-12-16,Pending
26449,4935,2023-10-29,Shipped
26450,193,2023-04-13,Shipped
26451,1916,2023-10-16,Pending
26452,9837,2023-11-03,Shipped
26453,8781,2023-04-16,Shipped
26454,7417,2023-03-29,Shipped
26455,2599,2023-04-20,Shipped
26456,5358,2023-07-20,Shipped
26457,6766,2023-06-28,Shipped
26458,715,2023-07-26,Completed
26459,1271,2023-06-01,Pending
26460,3436,2023-10-02,Shipped
26461,8375,2023-12-01,Completed
26462,5615,2023-05-13,Pending
26463,6484,2023-12-13,Completed
26464,585,2023-01-12,Shipped
26465,2540,2023-08-28,Shipped
26466,5840,2023-09-01,Shipped
26467,1676,2023-12-07,Completed
26468,5192,2023-06-01,Shipped
26469,7197,2023-06-12,Pending
26470,1530,2023-01-24,Pending
26471,4985,2023-09-11,Pending
26472,4101,2023-11-17,Pending
26473,7769,2023-04-24,Completed
26474,8619,2023-06-24,Completed
26475,1790,2023-08-28,Completed
26476,1128,2023-05-11,Shipped
26477,4065,2023-11-19,Shipped
26478,9300,2023-09-27,Shipped
26479,2090,2023-08-06,Completed
26480,1882,2023-03-20,Shipped
26481,1576,2023-04-07,Shipped
26482,8944,2023-11-17,Completed
26483,6367,2023-04-22,Completed
26484,5605,2023-11-03,Shipped
26485,6590,2023-07-21,Shipped
26486,2501,2023-02-04,Shipped
26487,5336,2023-04-16,Completed
26488,3886,2023-09-03,Shipped
26489,8813,2023-01-14,Pending
26490,9206,2023-05-08,Completed
26491,935,2023-04-27,Shipped
26492,3266,2023-09-03,Pending
26493,1351,2023-09-01,Pending
26494,6976,2023-05-10,Shipped
26495,634,2023-06-10,Pending
26496,5532,2023-07-18,Completed
26497,4782,2023-06-19,Completed
26498,20,2023-02-27,Shipped
26499,9494,2023-03-23,Completed
26500,177,2023-01-08,Shipped
26501,5454,2023-04-22,Pending
26502,2727,2023-07-20,Pending
26503,6791,2023-04-04,Completed
26504,4787,2023-08-31,Shipped
26505,3243,2023-10-08,Completed
26506,5688,2023-01-17,Completed
26507,2392,2023-04-18,Shipped
26508,3903,2023-06-05,Pending
26509,5329,2023-07-28,Completed
26510,3788,2023-09-11,Shipped
26511,2089,2023-08-09,Shipped
26512,8238,2023-04-23,Pending
26513,4895,2023-12-05,Pending
26514,3174,2023-10-04,Completed
26515,7152,2023-09-15,Shipped
26516,7589,2023-09-19,Pending
26517,1380,2023-04-11,Shipped
26518,4912,2023-07-13,Pending
26519,8048,2023-11-19,Pending
26520,5670,2023-10-25,Pending
26521,7192,2023-10-07,Completed
26522,2714,2023-04-21,Completed
26523,8367,2023-08-31,Completed
26524,8860,2023-05-27,Completed
26525,8807,2023-01-30,Pending
26526,5857,2023-11-20,Completed
26527,7870,2023-08-15,Pending
26528,7088,2024-01-01,Shipped
26529,3493,2023-08-26,Pending
26530,4194,2023-05-29,Shipped
26531,5510,2023-12-21,Shipped
26532,9416,2023-01-06,Completed
26533,7241,2023-09-24,Completed
26534,9437,2023-08-28,Pending
26535,166,2023-07-17,Completed
26536,8538,2024-01-01,Completed
26537,8296,2023-07-19,Shipped
26538,9174,2023-01-10,Pending
26539,897,2023-04-29,Pending
26540,9566,2023-05-15,Pending
26541,4032,2023-10-06,Shipped
26542,7132,2023-01-21,Shipped
26543,4006,2023-10-15,Shipped
26544,1560,2023-01-07,Completed
26545,1044,2023-06-26,Pending
26546,7374,2023-03-16,Completed
26547,2342,2023-08-25,Pending
26548,7042,2023-07-23,Pending
26549,4875,2023-02-10,Pending
26550,7852,2023-10-22,Pending
26551,7719,2023-01-27,Pending
26552,3207,2023-12-23,Pending
26553,5944,2023-10-07,Completed
26554,3396,2023-04-18,Completed
26555,7986,2023-02-11,Completed
26556,1751,2023-04-26,Completed
26557,9964,2023-09-26,Shipped
26558,3450,2023-08-06,Shipped
26559,7589,2023-05-09,Pending
26560,9029,2023-10-18,Completed
26561,299,2023-10-02,Completed
26562,3397,2023-11-25,Pending
26563,8093,2023-06-11,Completed
26564,2257,2023-03-12,Pending
26565,9204,2023-01-29,Shipped
26566,5637,2023-10-11,Pending
26567,7386,2023-07-22,Completed
26568,5613,2023-05-11,Shipped
26569,5951,2023-09-25,Shipped
26570,2032,2023-04-29,Pending
26571,7278,2023-04-26,Shipped
26572,2781,2023-01-23,Completed
26573,9739,2023-11-21,Pending
26574,5320,2023-07-16,Shipped
26575,9525,2023-11-13,Completed
26576,3056,2023-03-30,Shipped
26577,5149,2023-02-13,Pending
26578,9111,2023-05-27,Shipped
26579,5008,2023-01-30,Shipped
26580,2521,2023-03-07,Completed
26581,3263,2023-04-23,Pending
26582,8668,2023-05-01,Pending
26583,6327,2023-03-06,Pending
26584,7407,2023-09-08,Completed
26585,8376,2023-02-20,Completed
26586,7826,2023-03-09,Pending
26587,4137,2023-07-08,Shipped
26588,1636,2023-07-05,Completed
26589,9197,2023-02-10,Pending
26590,4577,2023-05-21,Completed
26591,157,2023-09-07,Shipped
26592,2824,2023-07-27,Shipped
26593,4403,2023-01-09,Shipped
26594,1444,2023-12-27,Completed
26595,5577,2023-02-19,Completed
26596,3649,2023-03-30,Shipped
26597,812,2023-06-28,Pending
26598,9831,2023-04-25,Completed
26599,1177,2023-08-12,Shipped
26600,9830,2023-05-20,Completed
26601,515,2023-09-01,Completed
26602,9296,2023-01-10,Shipped
26603,905,2023-06-22,Pending
26604,2083,2023-06-10,Pending
26605,5228,2023-02-15,Shipped
26606,4688,2023-09-20,Shipped
26607,9354,2023-09-25,Pending
26608,9880,2023-11-04,Shipped
26609,2035,2023-01-17,Shipped
26610,1900,2023-07-13,Completed
26611,9143,2023-08-19,Completed
26612,2571,2023-04-06,Completed
26613,6392,2023-09-21,Completed
26614,4963,2023-05-11,Shipped
26615,9778,2023-08-15,Pending
26616,1813,2023-03-22,Pending
26617,9063,2023-08-28,Pending
26618,2879,2023-06-13,Pending
26619,8213,2023-12-10,Completed
26620,5854,2023-06-16,Completed
26621,7164,2023-12-20,Completed
26622,6052,2023-11-14,Pending
26623,3338,2023-10-10,Pending
26624,7742,2023-05-20,Shipped
26625,9920,2023-02-23,Completed
26626,5930,2023-01-01,Completed
26627,5500,2023-02-13,Shipped
26628,3019,2023-05-26,Pending
26629,6948,2023-11-08,Shipped
26630,7417,2023-12-29,Pending
26631,3913,2023-02-25,Shipped
26632,1763,2023-07-18,Completed
26633,4893,2023-12-18,Shipped
26634,161,2023-03-03,Completed
26635,3480,2023-06-09,Shipped
26636,8993,2023-04-22,Pending
26637,4587,2023-02-03,Shipped
26638,2075,2023-12-01,Shipped
26639,630,2023-01-19,Pending
26640,6127,2023-08-27,Pending
26641,2237,2023-10-27,Completed
26642,5087,2023-08-02,Shipped
26643,6528,2023-04-27,Completed
26644,506,2023-01-02,Completed
26645,1407,2023-09-14,Completed
26646,9954,2023-09-06,Pending
26647,2977,2023-07-16,Pending
26648,7312,2023-06-21,Completed
26649,1026,2023-08-08,Pending
26650,9293,2023-08-11,Pending
26651,8752,2023-07-06,Completed
26652,8240,2023-04-07,Completed
26653,9320,2023-02-22,Pending
26654,6034,2023-10-16,Pending
26655,5337,2023-01-21,Shipped
26656,1161,2023-09-06,Pending
26657,2770,2023-11-20,Completed
26658,2148,2023-02-27,Pending
26659,4636,2023-06-24,Completed
26660,4509,2024-01-01,Pending
26661,8891,2023-05-23,Shipped
26662,4108,2023-04-11,Shipped
26663,5080,2023-11-02,Pending
26664,3459,2023-09-01,Pending
26665,5242,2023-08-12,Shipped
26666,5102,2023-10-14,Shipped
26667,2898,2023-08-24,Completed
26668,540,2023-09-11,Shipped
26669,4943,2023-11-01,Pending
26670,9400,2023-07-30,Shipped
26671,9554,2023-05-03,Shipped
26672,4253,2023-01-05,Shipped
26673,1948,2023-07-12,Pending
26674,5239,2023-09-01,Pending
26675,2163,2023-03-11,Shipped
26676,5736,2023-08-23,Pending
26677,7668,2023-05-04,Completed
26678,5148,2023-04-02,Completed
26679,9913,2023-11-10,Shipped
26680,7450,2023-03-02,Completed
26681,1910,2023-11-21,Shipped
26682,5841,2023-01-28,Pending
26683,52,2023-12-09,Completed
26684,1213,2023-12-27,Completed
26685,2833,2023-09-24,Completed
26686,7773,2023-07-30,Shipped
26687,5357,2023-01-06,Completed
26688,1562,2023-01-12,Pending
26689,9277,2023-07-07,Pending
26690,3662,2023-03-27,Shipped
26691,978,2023-10-20,Pending
26692,4317,2023-01-01,Completed
26693,9313,2023-10-22,Shipped
26694,6383,2023-04-21,Shipped
26695,3160,2023-12-30,Completed
26696,7076,2023-09-05,Completed
26697,2422,2023-11-03,Completed
26698,7576,2023-11-22,Shipped
26699,431,2023-05-14,Pending
26700,8600,2023-09-15,Shipped
26701,9983,2023-01-30,Pending
26702,9790,2023-09-11,Pending
26703,8484,2023-10-05,Pending
26704,4760,2023-02-05,Shipped
26705,8934,2023-05-04,Shipped
26706,6592,2023-08-18,Shipped
26707,4027,2023-09-19,Shipped
26708,3171,2023-03-14,Completed
26709,4981,2023-11-28,Completed
26710,7127,2023-03-26,Completed
26711,4804,2023-01-05,Shipped
26712,836,2023-02-28,Shipped
26713,2335,2023-02-06,Shipped
26714,7126,2023-01-25,Shipped
26715,1827,2023-04-19,Shipped
26716,822,2023-07-23,Completed
26717,1399,2023-07-18,Pending
26718,4366,2023-05-23,Completed
26719,9382,2023-09-13,Shipped
26720,5954,2023-02-19,Pending
26721,2535,2023-01-02,Completed
26722,9575,2023-06-12,Pending
26723,7402,2023-01-26,Completed
26724,7962,2023-06-11,Pending
26725,389,2023-09-16,Pending
26726,7673,2023-11-16,Shipped
26727,2800,2023-02-07,Completed
26728,8626,2023-04-19,Pending
26729,8583,2023-10-10,Shipped
26730,2041,2023-06-07,Completed
26731,6980,2023-03-13,Completed
26732,4778,2023-03-29,Pending
26733,8982,2023-07-08,Pending
26734,5957,2023-04-28,Shipped
26735,1824,2023-03-15,Pending
26736,2318,2023-05-20,Shipped
26737,6902,2023-07-08,Completed
26738,6371,2023-07-10,Shipped
26739,1952,2023-04-04,Shipped
26740,5630,2023-07-28,Shipped
26741,485,2023-02-17,Pending
26742,6500,2023-01-24,Shipped
26743,388,2023-08-30,Shipped
26744,7677,2023-03-10,Shipped
26745,1582,2023-07-12,Shipped
26746,2416,2023-09-11,Completed
26747,659,2023-05-10,Pending
26748,6970,2023-03-12,Shipped
26749,9791,2023-02-15,Shipped
26750,4828,2023-02-06,Completed
26751,6825,2023-10-03,Pending
26752,8216,2023-07-24,Pending
26753,837,2023-12-15,Pending
26754,2681,2023-09-02,Shipped
26755,3529,2023-03-16,Completed
26756,4823,2023-01-01,Completed
26757,6636,2023-03-06,Shipped
26758,3636,2023-02-02,Pending
26759,4681,2023-12-29,Pending
26760,8163,2023-12-10,Pending
26761,7484,2023-12-15,Completed
26762,4621,2023-01-19,Shipped
26763,2135,2023-04-06,Shipped
26764,5101,2023-03-26,Pending
26765,5780,2023-09-04,Shipped
26766,2418,2023-04-18,Pending
26767,1374,2023-10-29,Shipped
26768,6551,2023-07-26,Pending
26769,4116,2023-06-05,Completed
26770,8340,2023-01-02,Shipped
26771,7775,2023-05-30,Completed
26772,1757,2023-01-01,Pending
26773,6575,2023-12-18,Completed
26774,2540,2023-12-22,Shipped
26775,9815,2023-11-10,Completed
26776,4296,2023-04-11,Completed
26777,1826,2023-08-07,Pending
26778,2750,2023-06-14,Shipped
26779,9407,2023-03-26,Completed
26780,2498,2023-08-26,Pending
26781,3563,2023-07-05,Completed
26782,729,2023-09-05,Pending
26783,692,2023-06-01,Completed
26784,7946,2023-07-19,Completed
26785,593,2023-08-14,Completed
26786,675,2023-03-23,Completed
26787,3083,2023-07-21,Pending
26788,6891,2023-09-20,Completed
26789,4135,2023-04-19,Completed
26790,6403,2023-05-11,Pending
26791,3601,2023-10-26,Pending
26792,4733,2023-02-03,Shipped
26793,2453,2023-06-09,Pending
26794,7720,2023-07-13,Completed
26795,2038,2023-08-19,Pending
26796,3125,2023-09-27,Shipped
26797,6724,2023-12-07,Pending
26798,6647,2023-02-27,Shipped
26799,7430,2023-03-10,Completed
26800,9422,2023-11-19,Shipped
26801,7402,2023-01-30,Shipped
26802,8962,2023-12-02,Completed
26803,1132,2023-04-01,Completed
26804,5176,2023-09-17,Shipped
26805,7096,2023-03-28,Shipped
26806,524,2023-07-01,Pending
26807,4639,2023-04-04,Pending
26808,576,2023-07-14,Completed
26809,9305,2023-07-22,Pending
26810,9695,2023-02-20,Shipped
26811,3007,2023-12-03,Completed
26812,8110,2023-02-22,Completed
26813,8098,2023-11-18,Completed
26814,1229,2023-05-27,Shipped
26815,3573,2023-06-19,Pending
26816,7272,2023-01-03,Shipped
26817,4864,2023-08-15,Shipped
26818,1059,2023-12-06,Shipped
26819,5276,2023-02-04,Shipped
26820,8305,2023-11-07,Pending
26821,3733,2023-09-07,Pending
26822,9351,2023-11-06,Shipped
26823,1891,2023-11-15,Completed
26824,8516,2023-03-14,Shipped
26825,4879,2023-07-13,Pending
26826,2772,2023-04-15,Completed
26827,4261,2023-12-13,Pending
26828,981,2023-06-29,Pending
26829,693,2023-10-08,Pending
26830,9087,2023-08-22,Pending
26831,7149,2023-06-18,Completed
26832,3020,2023-01-16,Pending
26833,5348,2023-06-06,Pending
26834,2822,2023-04-17,Completed
26835,8714,2023-03-07,Pending
26836,2284,2023-03-09,Completed
26837,2676,2023-08-29,Shipped
26838,1575,2023-02-05,Shipped
26839,1046,2023-04-12,Pending
26840,4792,2023-12-18,Shipped
26841,9387,2023-11-26,Completed
26842,9647,2023-08-21,Pending
26843,5410,2023-07-22,Shipped
26844,3285,2023-02-06,Shipped
26845,9632,2023-09-23,Shipped
26846,9625,2023-07-26,Pending
26847,8002,2023-07-18,Pending
26848,4739,2023-05-31,Shipped
26849,9368,2023-08-08,Pending
26850,9317,2023-05-21,Pending
26851,4412,2023-03-27,Shipped
26852,500,2023-03-29,Shipped
26853,308,2023-03-11,Pending
26854,8556,2023-08-04,Shipped
26855,9419,2023-01-02,Pending
26856,901,2023-02-24,Shipped
26857,1015,2023-03-18,Shipped
26858,3675,2023-01-28,Completed
26859,2098,2023-02-22,Shipped
26860,7236,2023-04-19,Shipped
26861,5665,2023-07-24,Shipped
26862,6109,2023-04-03,Pending
26863,9738,2023-05-28,Completed
26864,7438,2023-03-11,Completed
26865,7737,2023-11-13,Pending
26866,8726,2023-05-29,Completed
26867,8433,2023-07-19,Pending
26868,5493,2023-03-31,Pending
26869,1044,2023-03-17,Pending
26870,8547,2023-12-07,Shipped
26871,9085,2023-05-05,Shipped
26872,1168,2023-01-16,Completed
26873,3976,2023-12-20,Completed
26874,5919,2023-01-05,Shipped
26875,8365,2023-01-18,Completed
26876,7293,2023-10-18,Shipped
26877,4014,2023-03-10,Shipped
26878,1051,2023-07-07,Completed
26879,7347,2023-08-12,Completed
26880,4746,2023-06-15,Shipped
26881,6886,2023-06-08,Pending
26882,654,2023-01-21,Pending
26883,6035,2023-05-13,Completed
26884,6385,2023-04-12,Pending
26885,7565,2023-02-08,Shipped
26886,9573,2023-06-22,Shipped
26887,7786,2023-03-07,Pending
26888,3762,2023-02-08,Shipped
26889,3101,2023-11-11,Shipped
26890,4904,2023-11-09,Shipped
26891,1135,2023-08-12,Pending
26892,5699,2023-03-27,Shipped
26893,183,2023-01-14,Shipped
26894,5342,2023-11-15,Completed
26895,5809,2023-02-05,Pending
26896,797,2023-01-12,Completed
26897,4921,2023-11-02,Completed
26898,3558,2023-03-19,Shipped
26899,1489,2023-09-26,Shipped
26900,616,2023-08-14,Completed
26901,3409,2023-12-22,Shipped
26902,5862,2023-09-06,Pending
26903,4707,2023-12-22,Pending
26904,5643,2023-05-23,Shipped
26905,1591,2023-08-06,Pending
26906,9165,2023-08-06,Shipped
26907,6451,2023-04-08,Pending
26908,684,2023-11-05,Completed
26909,5236,2023-02-24,Pending
26910,8918,2023-12-17,Pending
26911,8753,2023-04-15,Shipped
26912,3035,2023-09-20,Completed
26913,8163,2023-03-12,Completed
26914,7770,2023-05-14,Pending
26915,8598,2023-02-10,Pending
26916,6077,2023-05-10,Pending
26917,2048,2023-11-19,Completed
26918,3958,2023-10-07,Shipped
26919,6846,2023-06-24,Pending
26920,2437,2023-04-19,Shipped
26921,2122,2023-04-06,Completed
26922,9488,2023-12-07,Shipped
26923,7550,2023-02-07,Completed
26924,8343,2023-05-17,Pending
26925,9599,2023-05-25,Shipped
26926,3364,2023-10-17,Completed
26927,8362,2023-03-03,Pending
26928,5000,2023-10-16,Shipped
26929,5098,2023-02-26,Pending
26930,2813,2023-10-26,Pending
26931,9184,2023-05-16,Shipped
26932,2185,2023-04-17,Shipped
26933,5780,2023-09-29,Pending
26934,7728,2023-08-17,Pending
26935,1143,2023-09-15,Shipped
26936,2263,2023-09-29,Shipped
26937,7750,2023-05-23,Shipped
26938,6082,2023-08-12,Pending
26939,8779,2023-01-16,Pending
26940,4460,2023-04-09,Completed
26941,6939,2023-03-13,Shipped
26942,289,2023-09-28,Completed
26943,9895,2023-06-22,Shipped
26944,2042,2023-06-15,Completed
26945,4699,2023-02-11,Shipped
26946,1502,2023-03-08,Completed
26947,8774,2023-02-26,Completed
26948,3122,2023-04-13,Shipped
26949,1490,2023-12-29,Completed
26950,8473,2023-12-16,Shipped
26951,6601,2023-11-13,Completed
26952,2023,2023-04-24,Shipped
26953,8090,2023-10-09,Pending
26954,784,2023-10-15,Completed
26955,484,2023-12-03,Pending
26956,7736,2023-03-18,Pending
26957,4617,2023-09-14,Shipped
26958,6996,2023-04-16,Shipped
26959,3032,2023-03-22,Shipped
26960,8075,2023-04-05,Shipped
26961,3310,2023-12-12,Pending
26962,9022,2023-05-25,Pending
26963,1877,2023-05-17,Shipped
26964,8268,2023-04-17,Pending
26965,3245,2023-12-09,Completed
26966,1481,2023-07-28,Completed
26967,1974,2023-10-01,Pending
26968,2621,2023-09-19,Pending
26969,2614,2023-07-31,Pending
26970,1410,2023-07-17,Pending
26971,255,2023-03-28,Shipped
26972,6687,2023-06-25,Shipped
26973,3487,2023-02-28,Completed
26974,1607,2023-12-30,Completed
26975,7308,2023-01-23,Pending
26976,7385,2023-02-17,Shipped
26977,3392,2023-12-22,Pending
26978,5746,2023-07-30,Pending
26979,2728,2023-05-09,Pending
26980,4297,2023-07-07,Pending
26981,8671,2023-01-27,Completed
26982,7038,2023-02-06,Pending
26983,55,2023-02-24,Shipped
26984,492,2023-05-29,Pending
26985,6989,2023-04-16,Shipped
26986,1048,2023-10-04,Pending
26987,2328,2023-10-10,Pending
26988,2092,2023-04-22,Completed
26989,9907,2023-05-18,Shipped
26990,8438,2023-12-09,Completed
26991,5339,2023-07-09,Pending
26992,4409,2023-09-22,Pending
26993,8008,2024-01-01,Completed
26994,1382,2023-12-16,Pending
26995,7426,2023-10-31,Pending
26996,6941,2023-02-10,Shipped
26997,76,2023-04-16,Completed
26998,2471,2023-04-15,Completed
26999,7818,2023-03-22,Shipped
27000,2674,2023-04-06,Pending
27001,7883,2023-02-11,Pending
27002,9706,2023-11-16,Shipped
27003,6742,2023-04-27,Shipped
27004,8493,2023-12-24,Completed
27005,6499,2023-11-26,Pending
27006,3293,2023-12-08,Shipped
